Suburb,Rooms,Type,Price,Date,Distance,Bathroom,Car,BuildingArea,Regionname,Age
Preston,2,h,700000,2016,8.8,1,1,85,Northern Metropolitan,106
Preston,2,h,920000,2016,8.8,2,2,97,Northern Metropolitan,81
Preston,3,h,980000,2016,8.8,2,1,121,Northern Metropolitan,86
Preston,2,h,886000,2016,8.8,1,2,92,Northern Metropolitan,66
Preston,3,h,1080000,2016,8.8,1,1,189,Northern Metropolitan,91
Preston,4,h,1400000,2017,8.8,2,2,217,Northern Metropolitan,92
Preston,2,t,660000,2017,8.8,1,1,90,Northern Metropolitan,4
Preston,2,h,876000,2017,8.8,1,2,85,Northern Metropolitan,67
Preston,2,h,910000,2017,8.8,2,1,103,Northern Metropolitan,67
Preston,3,t,714000,2016,8.8,2,2,115,Northern Metropolitan,11
Preston,2,h,770000,2016,8.8,2,1,129,Northern Metropolitan,3
Preston,3,h,810000,2016,8.8,1,1,97,Northern Metropolitan,86
Preston,3,h,1127000,2016,8.8,2,2,140,Northern Metropolitan,76
Preston,2,h,780000,2016,8.8,1,1,72,Northern Metropolitan,66
Preston,2,h,986000,2016,8.8,1,1,139,Northern Metropolitan,76
Preston,4,h,760000,2016,8.8,8,7,280,Northern Metropolitan,88
Preston,3,h,1123000,2016,8.8,1,2,506,Northern Metropolitan,66
Preston,2,h,890000,2016,8.8,1,3,95,Northern Metropolitan,66
Preston,2,u,425000,2017,8.8,2,1,69,Northern Metropolitan,7
Preston,2,u,515000,2017,8.8,1,1,60,Northern Metropolitan,12
Preston,3,h,1040000,2017,8.8,1,2,121,Northern Metropolitan,77
Preston,3,h,890000,2016,8.8,1,2,100,Northern Metropolitan,66
Preston,2,h,790000,2016,8.8,1,1,100,Northern Metropolitan,91
Preston,2,h,860000,2016,8.8,2,1,138,Northern Metropolitan,91
Preston,2,h,630000,2016,8.8,1,1,82,Northern Metropolitan,76
Preston,4,h,875000,2016,8.8,1,2,147,Northern Metropolitan,76
Preston,3,h,923000,2016,8.8,1,0,118,Northern Metropolitan,96
Preston,4,h,920000,2016,8.8,1,1,184,Northern Metropolitan,96
Preston,4,h,871000,2016,8.8,2,1,150,Northern Metropolitan,66
Preston,4,h,950000,2016,8.8,2,1,140,Northern Metropolitan,11
Preston,4,h,870000,2016,8.8,1,2,117,Northern Metropolitan,126
Preston,3,h,1186000,2016,8.8,1,1,83,Northern Metropolitan,56
Preston,2,u,610000,2016,8.8,1,1,79,Northern Metropolitan,46
Preston,3,h,1162500,2016,8.8,2,2,123,Northern Metropolitan,96
Preston,4,h,1142500,2016,8.8,1,2,160,Northern Metropolitan,46
Preston,3,h,930000,2016,8.8,1,2,143,Northern Metropolitan,66
Preston,3,h,875000,2016,8.8,2,1,119,Northern Metropolitan,66
Preston,4,h,840000,2016,8.8,1,2,120,Northern Metropolitan,66
Preston,4,h,750000,2016,8.8,2,2,150,Northern Metropolitan,66
Reservoir,3,u,475000,2016,11.2,1,1,107,Northern Metropolitan,26
Reservoir,2,u,415000,2016,11.2,1,1,84,Northern Metropolitan,4
Reservoir,3,h,731000,2016,11.2,1,2,138,Northern Metropolitan,66
Reservoir,2,u,352000,2016,11.2,1,1,62,Northern Metropolitan,4
Reservoir,3,h,723000,2016,11.2,1,1,86,Northern Metropolitan,66
Reservoir,2,u,336000,2016,11.2,1,1,67,Northern Metropolitan,46
Reservoir,3,h,685000,2016,11.2,1,1,85,Northern Metropolitan,61
Reservoir,3,h,1025000,2016,11.2,2,2,272,Northern Metropolitan,66
Reservoir,2,t,490000,2017,11.2,1,1,84,Northern Metropolitan,3
Reservoir,3,h,805000,2017,11.2,1,2,118,Northern Metropolitan,87
Reservoir,3,h,1005000,2017,11.2,2,4,467,Northern Metropolitan,87
Reservoir,2,h,535000,2016,11.2,1,1,92,Northern Metropolitan,2
Reservoir,3,h,800000,2016,11.2,1,5,170,Northern Metropolitan,41
Reservoir,3,h,510000,2016,11.2,1,2,135,Northern Metropolitan,51
Reservoir,3,h,651000,2016,11.2,2,3,114,Northern Metropolitan,66
Reservoir,2,h,365000,2016,11.2,1,1,83,Northern Metropolitan,56
Reservoir,2,u,405000,2016,11.2,1,1,94,Northern Metropolitan,7
Reservoir,3,t,620500,2016,11.2,2,1,117,Northern Metropolitan,5
Reservoir,1,h,260000,2016,11.2,1,1,80,Northern Metropolitan,16
Reservoir,3,h,625000,2016,11.2,2,1,186,Northern Metropolitan,13
Reservoir,2,u,427500,2016,11.2,1,1,84,Northern Metropolitan,36
Reservoir,4,h,851000,2016,11.2,2,2,244,Northern Metropolitan,10
Reservoir,3,h,998000,2016,11.2,2,3,153,Northern Metropolitan,66
Reservoir,4,h,1030000,2016,11.2,2,3,190,Northern Metropolitan,81
Reservoir,2,u,410000,2016,11.2,1,1,61,Northern Metropolitan,12
Reservoir,4,h,1015000,2016,11.2,1,1,135,Northern Metropolitan,96
Reservoir,3,h,915000,2016,11.2,3,2,153,Northern Metropolitan,56
Reservoir,2,u,380000,2016,11.2,1,1,70,Northern Metropolitan,36
Reservoir,3,t,530000,2016,11.2,2,1,130,Northern Metropolitan,8
Reservoir,3,t,592000,2016,11.2,1,1,160,Northern Metropolitan,0
Reservoir,2,u,440000,2016,11.2,1,2,83,Northern Metropolitan,36
Reservoir,3,h,650000,2016,11.2,1,3,114,Northern Metropolitan,56
Reservoir,2,t,416000,2016,11.2,1,1,70,Northern Metropolitan,16
Reservoir,3,h,865000,2016,11.2,1,3,110,Northern Metropolitan,66
Reservoir,3,h,650000,2016,11.2,1,1,98,Northern Metropolitan,66
Reservoir,2,u,401000,2016,11.2,1,1,77,Northern Metropolitan,51
Reservoir,2,u,491000,2016,11.2,1,1,93,Northern Metropolitan,46
Reservoir,3,h,810000,2016,11.2,1,2,558,Northern Metropolitan,56
Reservoir,2,h,555000,2017,11.2,1,2,92,Northern Metropolitan,47
Reservoir,3,h,540000,2017,11.2,2,2,146,Northern Metropolitan,14
Reservoir,3,h,682000,2016,11.2,1,1,103,Northern Metropolitan,46
Reservoir,2,t,380000,2016,11.2,1,1,85,Northern Metropolitan,6
Reservoir,4,h,750000,2016,11.2,2,4,197,Northern Metropolitan,51
Reservoir,2,t,495000,2016,11.2,1,1,73,Northern Metropolitan,3
Reservoir,3,u,500000,2016,11.2,1,1,109,Northern Metropolitan,56
Reservoir,2,u,350000,2016,11.2,1,1,67,Northern Metropolitan,46
Reservoir,3,h,546000,2016,11.2,1,2,84,Northern Metropolitan,56
Reservoir,3,u,400000,2016,11.2,1,1,97,Northern Metropolitan,46
Reservoir,2,u,360000,2016,11.2,1,1,65,Northern Metropolitan,6
Reservoir,3,h,410000,2016,11.2,1,1,105,Northern Metropolitan,56
Reservoir,2,h,836000,2016,11.2,1,1,121,Northern Metropolitan,46
Reservoir,2,u,440000,2016,11.2,1,2,83,Northern Metropolitan,36
Reservoir,2,u,376000,2016,11.2,1,1,77,Northern Metropolitan,46
Reservoir,3,h,680000,2016,11.2,1,4,146,Northern Metropolitan,51
Reservoir,4,h,786000,2016,11.2,3,1,174,Northern Metropolitan,3
Reservoir,2,u,390000,2016,11.2,1,1,74,Northern Metropolitan,36
Reservoir,3,h,650000,2016,11.2,1,2,92,Northern Metropolitan,56
Reservoir,3,h,800000,2016,11.2,2,3,159,Northern Metropolitan,61
Reservoir,2,u,330000,2016,11.2,1,1,64,Northern Metropolitan,46
Reservoir,3,h,539000,2016,11.2,1,1,114,Northern Metropolitan,56
Reservoir,3,h,622500,2016,11.2,1,1,94,Northern Metropolitan,56
Reservoir,3,h,780000,2016,11.2,1,2,125,Northern Metropolitan,96
Reservoir,3,h,668000,2016,11.2,2,1,149,Northern Metropolitan,51
Reservoir,3,u,470000,2017,11.2,1,2,97,Northern Metropolitan,47
Reservoir,3,h,655000,2017,11.2,2,2,137,Northern Metropolitan,47
Reservoir,2,u,440000,2017,11.2,1,1,93,Northern Metropolitan,37
Reservoir,3,h,703000,2016,11.2,2,1,120,Northern Metropolitan,56
Reservoir,2,u,424000,2016,11.2,1,1,81,Northern Metropolitan,36
Reservoir,3,h,613000,2016,11.2,1,2,149,Northern Metropolitan,31
Reservoir,3,h,475000,2016,11.2,1,1,133,Northern Metropolitan,46
Reservoir,3,h,950000,2016,11.2,2,2,120,Northern Metropolitan,96
Reservoir,4,h,730000,2016,11.2,1,2,152,Northern Metropolitan,46
Reservoir,3,h,905000,2016,11.2,1,2,121,Northern Metropolitan,56
Reservoir,2,u,480000,2016,11.2,2,1,145,Northern Metropolitan,6
Reservoir,3,h,767000,2016,11.2,1,2,96,Northern Metropolitan,66
Reservoir,3,u,450000,2016,11.2,1,2,108,Northern Metropolitan,14
Reservoir,3,h,921500,2016,11.2,2,1,177,Northern Metropolitan,66
Reservoir,2,t,490000,2016,11.2,1,1,91,Northern Metropolitan,3
Reservoir,3,h,787000,2016,11.2,1,1,118,Northern Metropolitan,76
Reservoir,3,u,475000,2016,11.2,1,2,100,Northern Metropolitan,6
Reservoir,2,u,440000,2016,11.2,1,1,87,Northern Metropolitan,9
Reservoir,2,u,340000,2016,11.2,1,1,80,Northern Metropolitan,41
Reservoir,1,h,395000,2017,11.2,1,1,50,Northern Metropolitan,3
Reservoir,2,h,790000,2017,11.2,1,1,97,Northern Metropolitan,67
Reservoir,3,h,601000,2017,11.2,1,2,102,Northern Metropolitan,52
Reservoir,2,u,300000,2016,11.2,1,1,62,Northern Metropolitan,46
Reservoir,2,t,420000,2016,11.2,1,2,107,Northern Metropolitan,13
Reservoir,4,h,885000,2016,11.2,2,3,262,Northern Metropolitan,31
Reservoir,3,h,815000,2016,11.2,1,2,557,Northern Metropolitan,51
Reservoir,3,h,882500,2016,11.2,2,2,135,Northern Metropolitan,76
Reservoir,3,h,793000,2016,11.2,1,2,128,Northern Metropolitan,66
Reservoir,3,h,550000,2016,11.2,2,2,128,Northern Metropolitan,10
Reservoir,2,u,433000,2016,11.2,1,1,72,Northern Metropolitan,4
Reservoir,2,h,680000,2016,11.2,1,1,92,Northern Metropolitan,56
Reservoir,3,h,851000,2016,11.2,1,1,101,Northern Metropolitan,56
Reservoir,3,h,1025000,2016,11.2,1,4,134,Northern Metropolitan,81
Reservoir,3,h,784000,2016,11.2,1,2,162,Northern Metropolitan,46
Reservoir,4,h,1186000,2016,11.2,1,2,188,Northern Metropolitan,76
Reservoir,4,h,885000,2016,11.2,2,2,141,Northern Metropolitan,66
Reservoir,3,h,718500,2016,11.2,1,6,133,Northern Metropolitan,41
Reservoir,5,h,762500,2016,11.2,2,2,285,Northern Metropolitan,26
Reservoir,2,h,610000,2016,11.2,1,2,103,Northern Metropolitan,46
Reservoir,4,h,680000,2016,11.2,1,2,134,Northern Metropolitan,56
Reservoir,2,u,390000,2016,11.2,1,1,65,Northern Metropolitan,4
Richmond,2,h,937000,2016,2.6,1,1,103,Northern Metropolitan,66
Richmond,3,h,1260000,2016,2.6,1,0,81,Northern Metropolitan,116
Richmond,1,u,421000,2017,2.6,1,1,57,Northern Metropolitan,5
Richmond,2,u,655000,2017,2.6,1,1,69,Northern Metropolitan,12
Richmond,2,u,561000,2017,2.6,1,1,66,Northern Metropolitan,4
Richmond,2,u,635000,2017,2.6,2,1,76,Northern Metropolitan,14
Richmond,3,h,1010000,2016,2.6,1,1,105,Northern Metropolitan,116
Richmond,2,h,1025000,2016,2.6,1,1,92,Northern Metropolitan,116
Richmond,4,h,1375000,2016,2.6,2,2,158,Northern Metropolitan,9
Richmond,2,h,1506000,2016,2.6,2,1,131,Northern Metropolitan,96
Richmond,3,h,1350000,2016,2.6,1,2,116,Northern Metropolitan,76
Richmond,1,u,405000,2016,2.6,1,1,53,Northern Metropolitan,11
Richmond,3,h,1474000,2016,2.6,1,0,94,Northern Metropolitan,116
Richmond,3,h,1555000,2016,2.6,1,0,115,Northern Metropolitan,116
Richmond,3,h,1275000,2016,2.6,1,2,128,Northern Metropolitan,116
Richmond,3,h,1150000,2016,2.6,1,0,92,Northern Metropolitan,116
Richmond,4,h,950000,2016,2.6,1,0,124,Northern Metropolitan,126
Richmond,1,u,439000,2016,2.6,1,1,56,Northern Metropolitan,5
Richmond,2,t,855000,2016,2.6,1,1,115,Northern Metropolitan,46
Richmond,2,h,900000,2016,2.6,1,0,63,Northern Metropolitan,116
Richmond,3,h,1250000,2016,2.6,2,1,126,Northern Metropolitan,6
Richmond,2,h,990000,2016,2.6,1,1,75,Northern Metropolitan,116
Richmond,2,h,1189000,2016,2.6,1,0,110,Northern Metropolitan,116
Richmond,2,h,1220000,2016,2.6,1,1,88,Northern Metropolitan,116
Richmond,3,h,1100000,2016,2.6,1,0,81,Northern Metropolitan,101
Richmond,3,h,1074000,2016,2.6,1,0,140,Northern Metropolitan,116
Richmond,2,t,1430000,2016,2.6,2,2,125,Northern Metropolitan,12
Richmond,3,h,1465000,2016,2.6,2,2,170,Northern Metropolitan,23
Richmond,2,t,930000,2016,2.6,1,1,85,Northern Metropolitan,12
Richmond,3,h,1182000,2016,2.6,1,1,110,Northern Metropolitan,96
Richmond,2,h,777500,2016,2.6,1,1,76,Northern Metropolitan,116
Richmond,3,h,1115000,2016,2.6,2,2,120,Northern Metropolitan,36
Richmond,3,h,1420000,2016,2.6,1,0,119,Northern Metropolitan,126
Richmond,2,t,1081000,2016,2.6,1,1,115,Northern Metropolitan,21
Richmond,2,h,860000,2016,2.6,2,0,95,Northern Metropolitan,16
Richmond,2,h,905000,2016,2.6,1,0,54,Northern Metropolitan,96
Richmond,3,h,1088000,2016,2.6,3,2,120,Northern Metropolitan,101
Richmond,3,h,900000,2016,2.6,3,1,60,Northern Metropolitan,7
Richmond,3,h,1695000,2016,2.6,1,3,118,Northern Metropolitan,116
Richmond,3,h,1365000,2016,2.6,1,1,110,Northern Metropolitan,81
Richmond,2,h,1045000,2016,2.6,1,2,90,Northern Metropolitan,116
Richmond,4,h,1591000,2016,2.6,2,1,145,Northern Metropolitan,116
Richmond,3,h,1275000,2017,2.6,2,1,95,Northern Metropolitan,117
Richmond,3,h,1550000,2017,2.6,2,1,76,Northern Metropolitan,117
Richmond,3,h,1456000,2016,2.6,2,1,141,Northern Metropolitan,116
Richmond,3,h,1100000,2016,2.6,2,1,118,Northern Metropolitan,3
Richmond,2,h,1045000,2016,2.6,1,1,81,Northern Metropolitan,126
Richmond,3,h,2000000,2016,2.6,2,1,180,Northern Metropolitan,106
Richmond,2,h,1145000,2016,2.6,1,1,80,Northern Metropolitan,56
Richmond,4,h,905000,2016,2.6,1,0,124,Northern Metropolitan,126
Richmond,4,h,1645000,2016,2.6,2,1,214,Northern Metropolitan,46
Richmond,3,h,1270000,2016,2.6,1,1,102,Northern Metropolitan,116
Richmond,3,h,1850000,2016,2.6,2,1,112,Northern Metropolitan,116
Richmond,3,h,1650000,2016,2.6,2,1,141,Northern Metropolitan,96
Richmond,3,h,1320000,2016,2.6,2,2,118,Northern Metropolitan,126
Richmond,3,h,1651000,2016,2.6,2,1,111,Northern Metropolitan,116
Richmond,4,h,1800000,2016,2.6,2,0,193,Northern Metropolitan,116
Richmond,3,h,1600000,2016,2.6,2,2,144,Northern Metropolitan,166
Richmond,2,t,1200000,2017,2.6,2,1,89,Northern Metropolitan,77
Richmond,3,h,1555000,2017,2.6,2,1,164,Northern Metropolitan,117
Richmond,3,t,1582000,2017,2.6,3,2,184,Northern Metropolitan,12
Richmond,3,h,2055000,2016,2.6,1,1,121,Northern Metropolitan,56
Richmond,3,h,1345000,2016,2.6,1,1,128,Northern Metropolitan,116
Richmond,3,h,1350000,2016,2.6,2,2,174,Northern Metropolitan,16
Richmond,2,h,1150000,2016,2.6,1,0,80,Northern Metropolitan,116
Richmond,4,h,1775000,2016,2.6,1,0,144,Northern Metropolitan,116
Richmond,3,h,1270000,2016,2.6,1,1,92,Northern Metropolitan,106
Richmond,2,h,827500,2016,2.6,1,0,72,Northern Metropolitan,116
Richmond,4,h,1212500,2016,2.6,3,2,108,Northern Metropolitan,6
Richmond,2,h,1125000,2016,2.6,1,0,74,Northern Metropolitan,116
Richmond,3,h,1520000,2016,2.6,1,2,100,Northern Metropolitan,116
Rosanna,5,h,1101500,2016,11.4,2,1,207,Eastern Metropolitan,56
Rosanna,4,h,1020000,2016,11.4,2,2,181,Eastern Metropolitan,76
Rosanna,3,u,560000,2016,11.4,1,1,112,Eastern Metropolitan,16
Rosanna,3,h,1050000,2016,11.4,1,2,205,Eastern Metropolitan,66
Rosanna,2,t,531000,2016,11.4,1,1,89,Eastern Metropolitan,26
Rosanna,3,h,620000,2016,11.4,1,0,134,Eastern Metropolitan,76
Rosanna,3,h,780000,2017,11.4,1,2,154,Eastern Metropolitan,47
Rosanna,4,h,821000,2016,11.4,1,2,148,Eastern Metropolitan,66
Rosanna,4,h,890000,2016,11.4,3,2,182,Eastern Metropolitan,46
Rosanna,2,h,430000,2016,11.4,1,1,83,Eastern Metropolitan,36
Rosanna,3,h,1012000,2016,11.4,2,1,142,Eastern Metropolitan,1
Rosanna,3,h,1020000,2016,11.4,1,2,141,Eastern Metropolitan,56
Rosanna,4,h,1270000,2016,11.4,2,4,230,Eastern Metropolitan,66
Rosanna,3,h,515000,2016,11.4,2,1,99,Eastern Metropolitan,61
Rosanna,3,h,867000,2017,11.4,1,1,51,Eastern Metropolitan,57
Rosanna,3,h,945000,2016,11.4,1,1,135,Eastern Metropolitan,56
Rosanna,2,u,618000,2016,11.4,1,1,96,Eastern Metropolitan,36
Rosanna,3,u,601000,2016,11.4,2,1,142,Eastern Metropolitan,10
Rosanna,3,h,908000,2016,11.4,1,2,125,Eastern Metropolitan,66
Seddon,3,h,1145000,2016,6.6,1,1,116,Western Metropolitan,126
Seddon,3,h,970000,2016,6.6,1,0,98,Western Metropolitan,126
Seddon,3,h,1325000,2016,6.6,3,2,211,Western Metropolitan,1
Seddon,3,h,1330000,2016,6.6,3,2,187,Western Metropolitan,4
Seddon,3,h,1075000,2016,6.6,2,1,140,Western Metropolitan,116
Seddon,3,h,1350000,2016,6.6,3,2,211,Western Metropolitan,1
Seddon,4,h,1201000,2016,6.6,2,1,158,Western Metropolitan,106
Seddon,3,h,990000,2016,6.6,1,0,134,Western Metropolitan,106
Seddon,2,t,720000,2016,6.6,1,1,127,Western Metropolitan,5
Seddon,3,h,880000,2016,6.6,1,0,125,Western Metropolitan,126
Seddon,3,h,1395000,2016,6.6,1,2,155,Western Metropolitan,70
Seddon,3,h,965000,2016,6.6,1,0,104,Western Metropolitan,106
Seddon,3,h,920000,2016,6.6,2,1,149,Western Metropolitan,106
Seddon,3,h,875000,2016,6.6,2,2,154,Western Metropolitan,16
Seddon,2,h,822500,2016,6.6,2,1,111,Western Metropolitan,86
Seddon,3,h,1080000,2017,6.6,1,0,111,Western Metropolitan,117
Seddon,5,h,1275000,2017,6.6,3,1,218,Western Metropolitan,127
Seddon,2,h,955000,2016,6.6,1,0,72,Western Metropolitan,104
Seddon,4,h,1455000,2016,6.6,2,3,198,Western Metropolitan,96
Seddon,4,h,970000,2016,6.6,2,1,127,Western Metropolitan,96
Seddon,3,h,1032000,2017,6.6,1,0,136,Western Metropolitan,117
Seddon,4,h,1270000,2016,6.6,1,1,150,Western Metropolitan,126
Seddon,2,h,815000,2016,6.6,1,0,81,Western Metropolitan,116
South Melbourne,3,h,1600000,2016,2.1,2,1,93,Southern Metropolitan,126
South Melbourne,4,h,1620000,2016,2.1,2,0,153,Southern Metropolitan,126
South Melbourne,3,h,1270000,2017,2.1,1,0,104,Southern Metropolitan,117
South Melbourne,3,h,2633000,2017,2.1,1,0,119,Southern Metropolitan,117
South Melbourne,3,h,1405000,2016,2.1,1,1,117,Southern Metropolitan,136
South Melbourne,4,h,2260000,2016,2.1,3,0,232,Southern Metropolitan,160
South Melbourne,3,h,1595000,2016,2.1,2,0,126,Southern Metropolitan,126
South Melbourne,3,h,1250000,2016,2.1,2,0,113,Southern Metropolitan,126
South Melbourne,4,h,2180000,2016,2.1,3,1,153,Southern Metropolitan,156
South Melbourne,2,h,930000,2017,2.1,1,0,76,Southern Metropolitan,117
South Melbourne,3,h,1200000,2016,2.1,2,0,120,Southern Metropolitan,106
South Melbourne,3,h,2000000,2016,2.1,2,1,141,Southern Metropolitan,126
South Melbourne,2,h,2000000,2016,2.1,2,1,150,Southern Metropolitan,116
South Melbourne,3,h,1250000,2016,2.1,2,1,125,Southern Metropolitan,126
South Melbourne,3,h,1650000,2016,2.1,2,0,195,Southern Metropolitan,126
South Melbourne,3,h,1825000,2016,2.1,2,2,153,Southern Metropolitan,116
South Melbourne,2,h,1200000,2016,2.1,2,1,79,Southern Metropolitan,126
South Melbourne,3,h,1390000,2016,2.1,2,1,138,Southern Metropolitan,18
South Melbourne,4,h,1615000,2016,2.1,3,2,220,Southern Metropolitan,7
South Melbourne,3,h,2075000,2016,2.1,2,0,163,Southern Metropolitan,126
South Yarra,3,t,1460000,2016,3.3,2,1,148,Southern Metropolitan,26
South Yarra,3,t,1250000,2016,3.3,2,1,118,Southern Metropolitan,13
South Yarra,2,h,1455000,2016,3.3,1,0,94,Southern Metropolitan,126
South Yarra,3,h,2695000,2016,3.3,2,1,200,Southern Metropolitan,106
South Yarra,2,u,693000,2016,3.3,1,1,64,Southern Metropolitan,56
South Yarra,3,h,2285000,2016,3.3,2,2,135,Southern Metropolitan,126
South Yarra,3,h,3000000,2016,3.3,3,2,175,Southern Metropolitan,126
South Yarra,2,u,515000,2016,3.3,1,1,65,Southern Metropolitan,3
South Yarra,4,h,2600000,2017,3.3,2,2,127,Southern Metropolitan,137
South Yarra,1,u,540000,2016,3.3,1,1,53,Southern Metropolitan,86
South Yarra,3,t,2010000,2016,3.3,2,1,207,Southern Metropolitan,0
South Yarra,3,h,1945000,2016,3.3,2,1,148,Southern Metropolitan,126
South Yarra,3,h,906000,2016,3.3,1,0,88,Southern Metropolitan,96
South Yarra,2,h,1130000,2016,3.3,1,1,77,Southern Metropolitan,116
South Yarra,2,h,1100000,2016,3.3,1,0,81,Southern Metropolitan,86
South Yarra,3,h,1125000,2016,3.3,1,0,89,Southern Metropolitan,106
South Yarra,2,h,1200000,2016,3.3,1,0,84,Southern Metropolitan,76
South Yarra,3,h,2200000,2016,3.3,2,0,238,Southern Metropolitan,101
South Yarra,3,h,1700000,2016,3.3,1,1,172,Southern Metropolitan,122
South Yarra,2,h,1200000,2016,3.3,1,1,86,Southern Metropolitan,116
South Yarra,3,h,1540000,2016,3.3,2,1,140,Southern Metropolitan,13
South Yarra,3,h,1700000,2016,3.3,2,1,148,Southern Metropolitan,26
Southbank,1,u,455000,2017,1.2,1,0,70,Southern Metropolitan,10
Southbank,2,u,622500,2016,1.2,2,1,67,Southern Metropolitan,3
Southbank,1,u,370000,2016,1.2,1,1,51,Southern Metropolitan,16
Spotswood,3,h,855000,2016,7.7,1,1,112,Western Metropolitan,25
Spotswood,2,h,832500,2016,7.7,1,2,116,Western Metropolitan,66
Spotswood,2,h,850000,2016,7.7,1,2,104,Western Metropolitan,66
Spotswood,3,h,1080000,2016,7.7,1,2,95,Western Metropolitan,66
Spotswood,3,h,927000,2016,7.7,1,0,131,Western Metropolitan,106
Spotswood,4,h,850000,2016,7.7,2,0,158,Western Metropolitan,26
Spotswood,3,h,831000,2016,7.7,1,0,109,Western Metropolitan,126
Spotswood,4,t,840000,2016,7.7,3,2,277,Western Metropolitan,1
Spotswood,4,h,1315000,2016,7.7,2,3,134,Western Metropolitan,96
Spotswood,4,h,1161000,2017,7.7,2,5,236,Western Metropolitan,17
Spotswood,3,h,1016000,2016,7.7,1,1,134,Western Metropolitan,76
Spotswood,3,h,690000,2016,7.7,1,2,518,Western Metropolitan,51
Spotswood,3,h,1070000,2016,7.7,1,2,127,Western Metropolitan,66
Spotswood,4,h,871500,2016,7.7,2,0,158,Western Metropolitan,26
St Kilda,2,u,500000,2017,6.1,1,1,70,Southern Metropolitan,16
St Kilda,3,h,1891000,2017,6.1,2,3,123,Southern Metropolitan,102
St Kilda,4,h,2000000,2017,6.1,2,3,160,Southern Metropolitan,107
St Kilda,3,u,1500000,2017,6.1,1,1,176,Southern Metropolitan,97
St Kilda,3,h,2000000,2017,6.1,2,2,192,Southern Metropolitan,137
St Kilda,1,u,500000,2017,6.1,1,1,58,Southern Metropolitan,15
St Kilda,3,t,1400000,2016,6.1,2,2,183,Southern Metropolitan,14
St Kilda,2,u,520000,2016,6.1,1,1,55,Southern Metropolitan,66
St Kilda,3,h,1900000,2016,6.1,2,2,122,Southern Metropolitan,37
St Kilda,1,u,430000,2016,6.1,1,1,63,Southern Metropolitan,16
St Kilda,4,h,1900000,2016,6.1,2,2,202,Southern Metropolitan,126
St Kilda,3,h,920000,2016,6.1,2,2,134,Southern Metropolitan,16
St Kilda,2,u,503500,2016,6.1,1,1,72,Southern Metropolitan,76
St Kilda,3,h,1120000,2017,6.1,2,2,133,Southern Metropolitan,11
St Kilda,2,h,875000,2016,6.1,1,1,68,Southern Metropolitan,116
St Kilda,2,u,650000,2016,6.1,1,0,70,Southern Metropolitan,86
St Kilda,2,h,1200500,2016,6.1,1,0,83,Southern Metropolitan,101
St Kilda,2,u,520000,2017,6.1,1,1,63,Southern Metropolitan,37
St Kilda,2,h,1365000,2016,6.1,1,1,123,Southern Metropolitan,106
St Kilda,4,h,1950000,2016,6.1,2,2,211,Southern Metropolitan,136
St Kilda,3,h,1678000,2016,6.1,2,2,171,Southern Metropolitan,0
St Kilda,2,u,400000,2016,6.1,1,1,67,Southern Metropolitan,46
